,description,rank,organizationName,state,studentPopulation,campusSetting,medianBaseSalary,name,webSite,phoneNumber,shortUri,squareImage,city,region,yearFounded,stateCode,Primary_Key,latutide,longitude,attendanceStatus_partTime,attendanceStatus_fullTime,firstToSecondYearRetention_fullTime,firstToSecondYearRetention_partTime,overallGraduationRates_4,overallGraduationRates_6,enrollmentByGender_enrollmentMale,enrollmentByGender_enrollmentFemale,enrollmentByGender_AgeUnder18,enrollmentByGender_Age18to24,enrollmentByGender_Age25to64,enrollmentByGender_Age65andOver,graduationRateByGender_graduationMale,graduationRateByGender_graduationFemale,enrollmentByRace_americanIndian,enrollmentByRace_asian,enrollmentByRace_hawaiianPacific,enrollmentByRace_africanAmerican,enrollmentByRace_hispanic,enrollmentByRace_white,enrollmentByRace_twoRaces,enrollmentByRace_unknown,enrollmentByRace_alien,graduationRateByRace_americanIndian,graduationRateByRace_asian,graduationRateByRace_hawaiianPacific,graduationRateByRace_africanAmerican,graduationRateByRace_hispanic,graduationRateByRace_white,graduationRateByRace_twoRaces,graduationRateByRace_unknown,graduationRateByRace_alien,Twitter,Facebook,LinkedIn,Instagram,YouTube,federalGrant,pellGrant,otherFederalGrant,stateLocalGrant,institutionalGrant,anyGrant,anyLoan,federalLoan,nonFederalLoan
78,"North Carolina State University, Raleigh is a large public research institution in the heart of the bustling state capital of Raleigh. <br>NC State places a heavy focus on STEM education. More than a quarter of students study engineering, and biology, agriculture and computer science are also popular. <br>While male students haven’t been required to participate in ROTC since 1965, ROTC programs remain popular at the school today. NC State is home to the largest Naval ROTC unit in North Carolina. <br>NC State students can enjoy all that Raleigh has to offer, whether that’s enjoying downtown’s nightlife scene, watching the NHL’s Carolina Hurricanes play at PNC Arena a few miles down the road or trying some of the region’s famous barbeque scene. <br>Notable NC State alumni include former senator and vice presidential candidate John Edwards, actor Zach Galifianakis and Nobel Prize winner Rajendra K. Pachauri. ",79,"North Carolina State University, Raleigh",NC,36304,Urban,108300.0,"North Carolina State University, Raleigh",http://www.ncsu.edu,(919) 515-2011,http://onforb.es/MvI5wp,//specials-images.forbesimg.com/imageserve/55b8fdc1e4b05c2c34324220/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Raleigh,South,1887.0,NC,360,35.78551,-78.642669,21.0,79.0,94.0,69.0,57.0,83.0,52.0,48.0,827.0,23420.0,1714.0,12.0,78.0,87.0,0.4,6.7,0.1,6.2,5.5,61.6,3.3,4.7,11.5,45.0,89.0,80.0,78.0,83.0,83.0,79.0,88.0,76.0,https://twitter.com/ncstate/,https://www.facebook.com/ncstate,http://www.linkedin.com/company/north-carolina-state-university,http://instagram.com/ncstate,http://www.ncsu.edu/about-nc-state/campus-tour/,18.0,20.0,10.0,19.0,48.0,10351.0,43.0,42.0,5.0
79,"New York University is a large private research university in the heart of New York City’s West Village. <br>NYU offers over 270 areas of study, including highly regarded undergraduate programs in the fine arts, business, nursing and dentistry. Visual and Performing arts degrees from the Tisch School of the Arts are amongst the school’s most popular. <br>Studying abroad is central to many NYU students’ experience. The university sends more students abroad than any other American university and has two satellite campuses in Abu Dhabi and Shanghai, and 11 other study away sites around the world. <br>Like the city, NYU prides itself on diversity. Approximately 31% of the Class of 2024 are international students, 20% are Asian, 15% are Hispanic/Latino and 7% are Black. <br>Following graduation, approximately 95% of the Class of 2019 respondents were employed or in graduate school.",80,New York University,NY,52885,Urban,124700.0,New York University,http://www.nyu.edu,(212) 979-8784,http://onforb.es/NirwRN,//specials-images.forbesimg.com/imageserve/55b8ed79e4b05c2c34324151/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,New York,Northeast,1831.0,NY,172,40.729844,-73.997189,14.0,86.0,94.0,71.0,76.0,85.0,43.0,57.0,620.0,25314.0,1047.0,0.0,83.0,86.0,0.1,14.8,0.1,6.6,12.0,28.7,3.2,5.3,29.2,44.0,88.0,100.0,80.0,83.0,84.0,85.0,87.0,87.0,https://twitter.com/@nyuniversity,http://www.facebook.com/pages/New-York-University/103256838688,http://www.linkedin.com/groups/NYU-Alumni-38251/about,http://instagram.com/nyuniversity,,20.0,19.0,1.0,9.0,46.0,33694.0,30.0,29.0,3.0
80,"A small private college with a focus on business education, Babson provides students with hands-on entrepreneurial experience at its Wellesley, MA, campus. <br>Babson offers a B.S. degree in business administration with 27 concentrations to choose from, including real estate, legal studies and finance, to specialize the degree. Students can choose up to two concentrations. <br>In their first year, students at Babson are required to launch their own business. However, it’s not all work for Babson students — there are over 100 student organizations to take part in. <br>Most of the Class of 2020 are employed or continuing their education within six months of graduation. Based on survey respondents, 6% are even starting their own venture. <br> Babson has produced numerous industry leaders over the years, including Zumba co-founder Alberto Perlman and the billionaire co-founder of Home Depot and owner of the Atlanta Falcons, Arthur Blank.",81,Babson College,MA,3325,Suburban,146200.0,Babson College,http://www.babson.edu,,,https://specials-images.forbesimg.com/imageserve/61295658c69cdc4882b0da5e/416x416.jpg?background=000000&cropX1=0&cropX2=646&cropY1=0&cropY2=646,Babson Park ,Northeast,1919.0,MA,816,42.3015529,-71.266966,14.0,86.0,95.0,0.0,90.0,93.0,56.0,44.0,50.0,2322.0,14.0,0.0,90.0,97.0,0.1,9.2,0.1,4.1,10.8,33.7,2.1,7.5,32.4,100.0,95.0,0.0,86.0,98.0,93.0,100.0,88.0,93.0,https://twitter.com/babson,https://www.facebook.com/babsoncollege/,,,,12.0,13.0,11.0,3.0,43.0,42103.0,33.0,32.0,7.0
81,"A member of the Little Ivies, Trinity College is a small liberal arts school in Hartford, CT, with a rich history dating back to its founding in 1823. <br>Trinity’s Human Rights Program was the first to be offered at a liberal arts college in the United States. The program offers courses, internships and research opportunities on human rights issues. <br>There are 41 majors at Trinity, the most popular majors being Economics and Political Science. The school also offers signature study abroad programs in Cape Town, Rome, Shanghai and Vienna. <br>Trinity fields 30 Division III varsity teams in the New England Small College Athletic Conference (NESCAC), and 40% of students compete in a varsity or club sport. <br>More than 90% of undergraduates live on campus. The campus features iconic Gothic Architecture and a 163-foot chapel designed by the architect who designed the National Cathedral in Washington. D.C. ",82,Trinity College (CT),CT,2234,Urban,116800.0,Trinity College (CT),http://www.trincoll.edu/Pages/default.aspx,(860) 297-2000,http://onforb.es/MvHT0i,https://specials-images.forbesimg.com/imageserve/559ebf67e4b05c2c3431c7a4/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Hartford,Northeast,1823.0,CT,95,41.750228,-72.693036,5.0,95.0,91.0,0.0,79.0,83.0,50.0,50.0,37.0,2104.0,50.0,1.0,82.0,84.0,0.2,3.7,0.0,6.4,8.3,62.3,2.8,3.2,13.1,100.0,73.0,0.0,91.0,87.0,82.0,72.0,86.0,88.0,http://www.twitter.com/TrinityCollege,http://www.facebook.com/TrinityCollege,http://www.linkedin.com/company/trinity-college-hartford,http://www.instagram.com/TrinityCollege,http://www.trincoll.edu/Admissions/Pages/virtualtour.aspx,12.0,13.0,11.0,1.0,51.0,46132.0,40.0,39.0,5.0
82,"Boston University is a large, private research university located in the heart of the city. With more than 300 academic programs to choose from, students are offered a wealth of opportunities and resources.<br>In the 2020 fiscal year, BU reported $574.1 million in research awards. Undergraduates can conduct research as a volunteer, for credit or through a special program funded by the Undergraduate Research Opportunities Program. <br>Outside of the city’s offerings, BU hosts over 450 student organizations on campus, including Greek life. Housing is guaranteed for all four years. <br>BU offers merit scholarships, including the Trustee Scholarship, which covers full tuition and fees. The university is one of the newest Questbridge partner schools, offering full scholarships to low-income students. <br>Notable graduates include civil rights activist Martin Luther King, Jr. and actress Julianne Moore.",83,Boston University,MA,33720,Urban,120900.0,Boston University,http://www.bu.edu,617-353-2300,http://onforb.es/NiryZU,https://specials-images.forbesimg.com/imageserve/559c2883e4b05c2c3431b9f3/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Boston,Northeast,1839.0,MA,220,42.350173,-71.098846,18.0,82.0,94.0,0.0,84.0,88.0,42.0,58.0,232.0,16930.0,657.0,160.0,87.0,89.0,0.1,13.1,0.1,4.0,9.0,37.9,3.2,6.5,26.1,67.0,92.0,100.0,85.0,89.0,88.0,84.0,86.0,89.0,http://www.twitter.com/applytobu,http://www.facebook.com/buadmissions,https://www.linkedin.com/edu/boston-university-18461,http://www.instagram.com/applytobu,http://www.bu.edu/admissions/you-at-bu/,18.0,16.0,14.0,2.0,49.0,43022.0,27.0,25.0,6.0
83,"A large research institution with robust academics and school spirit, the University of Minnesota, Twin Cities is the flagship of Minnesota’s public university system. <br>The U of M offers more than 150 majors, with popular programs in biology, social sciences and engineering. <br>Students receive many opportunities for experiential learning and research. Undergraduate mentors have won accolades like Guggenheim Fellowships, MacArthur Fellowships and Nobel Prizes. <br>A founding member of the Big Ten conference, the Gophers have a rich sports scene. Students receive free admission to non-football, men's hockey and men's basketball events. <br>The university offers a number of merit scholarships, and no extra application is required. The Promise Plus Free Tuition Program provides free tuition to Minnesota residents whose families have incomes below $50,000.",84,"University of Minnesota, Twin Cities",MN,51327,Urban,105700.0,"University of Minnesota, Twin Cities",http://www.umn.edu,(612) 625-2008,http://onforb.es/NirzwZ,http://specials-images.forbesimg.com/imageserve/5776db2e31358e0aa22dc9f5/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Minneapolis,Midwest,1851.0,MN,418,44.97598,-93.233867,23.0,77.0,93.0,80.0,69.0,83.0,46.0,54.0,2350.0,30020.0,2407.0,385.0,81.0,85.0,0.3,9.1,0.1,4.6,4.3,60.1,3.6,6.0,11.9,50.0,84.0,100.0,72.0,75.0,84.0,73.0,100.0,85.0,https://twitter.com/UMNews,https://www.facebook.com/UofMN,https://www.linkedin.com/edu/university-of-minnesota-twin-cities-18677,http://instagram.com/umnpics#,,18.0,18.0,16.0,25.0,59.0,9334.0,45.0,45.0,10.0
84,"California State University, Long Beach, spans 322 acres about 25 miles from downtown Los Angeles. A vast majority of students commute to the school instead of living on campus.<br>CSU Long Beach is known for the diversity of its student body. In fall 2020, about 44% of students were Latino, almost 21% were Asian and about 7% were international students.<br> Students can choose from around 90 majors at CSU Long Beach. Most students study business administration, while sociology, health sciences and family sciences are also popular.<br>Approximately 71% of students receive financial aid. The estimated cost of attendance for in-state students is about $10,000 less than out-of-state. <br>The university is trying to reach carbon neutrality by 2040, mainly through the “Sustainable Transportation Program,” which aims to decrease emissions from commuter students.",85,"California State University, Long Beach",CA,38674,Urban,104200.0,"California State University, Long Beach",http://www.csulb.edu,562.985.4111,http://onforb.es/NirzNf,http://specials-images.forbesimg.com/imageserve/5776a01c4bbe6f5634815449/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Long Beach,West,1949.0,CA,413,33.782235,-118.122401,17.0,83.0,87.0,63.0,26.0,74.0,43.0,57.0,517.0,26698.0,5824.0,15.0,70.0,76.0,0.1,20.1,0.3,3.9,43.3,18.0,4.4,3.0,6.9,60.0,77.0,50.0,70.0,72.0,77.0,76.0,74.0,58.0,https://twitter.com/csulb,https://www.facebook.com/csulb,http://www.linkedin.com/company/california-state-university-long-beach,,http://www.csulb.edu/about/youniversity/,51.0,52.0,5.0,65.0,45.0,9118.0,31.0,30.0,2.0
85,"Hamilton College, a small private school in Clinton, NY, emphasizes experiential learning to provide its students a holistic liberal arts education. <br>Hamilton offers 44 majors (known as concentrations) and features an open curriculum, allowing students to choose courses based on interests and skills rather than completing a core curriculum. <br>Approximately 81% of Hamilton’s seniors graduated with at least two internships under their belts. Each summer, over 100 students receive research grants. <br>The Hamilton community isn’t limited to the town of Clinton: About two-thirds of Hamilton students take part in off-campus study. Hamilton offers programs in New York City, Boston, China, France and Spain. <br>The Class of 2020 has seen success following graduation. 96% of respondents are employed, in graduate school or are participating in a fellowship.",86,Hamilton College,NY,2012,Suburban,106000.0,Hamilton College,http://www.hamilton.edu/index.cfm,(315) 859-4011,http://onforb.es/MvHT0o,https://specials-images.forbesimg.com/imageserve/559d7026e4b05c2c3431c090/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Clinton,Northeast,1812.0,NY,73,43.050328,-75.404593,1.0,99.0,94.0,0.0,89.0,93.0,47.0,53.0,34.0,1971.0,6.0,0.0,93.0,94.0,0.0,6.9,0.0,3.8,9.5,63.7,4.7,4.5,6.9,0.0,94.0,0.0,89.0,90.0,94.0,100.0,85.0,100.0,https://twitter.com/hamiltoncollege,https://www.facebook.com/HamiltonCollege,https://www.linkedin.com/edu/school?id=20051&trk=tyah&trkInfo=tarId%3A1406038190290%2Ctas%3Ahamilton%20%2Cidx%3A1-1-1,http://instagram.com/hamiltoncollege,http://www.hamilton.edu/virtualtour/index.cfm,19.0,16.0,4.0,11.0,55.0,40873.0,40.0,39.0,5.0
86,"The University of Miami in Coral Gables, FL, is a private research university that offers more than 180 undergraduate majors and programs across 10 schools and colleges, including marine studies at the Rosenstiel School of Marine and Atmospheric Science. <br>The campus is spread out across the Miami area. The Rosenstiel School is located on the Virginia Key, while the Leonard M. Miller School of Medicine is located west of downtown. <br>The Miami Hurricanes play in 16 NCAA Division 1 varsity sports. The Hurricanes football team has won five national championships, and the baseball team has won four national titles. <br>The university pledged to meet 100% of demonstrated financial need for fall 2021 admitted students, and 73% of new students receive financial aid. The unique U Dreamers Program provides scholarships to talented Deferred Action for Childhood Arrivals high school seniors and transfer students in Florida. ",87,University of Miami (FL),FL,17811,Suburban,101000.0,University of Miami (FL),http://www.miami.edu,305-284-2211,http://onforb.es/NirzwK,https://specials-images.forbesimg.com/imageserve/559fd950e4b05c2c3431cdd0/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Coral Gables,South,1925.0,FL,293,25.749238,-80.262949,8.0,92.0,93.0,88.0,73.0,83.0,46.0,54.0,103.0,10570.0,626.0,8.0,80.0,86.0,0.1,4.7,0.1,8.2,23.6,37.6,3.4,5.9,16.4,50.0,87.0,50.0,77.0,84.0,84.0,82.0,81.0,81.0,https://twitter.com/univmiami,https://www.facebook.com/UniversityofMiami,https://www.linkedin.com/edu/school?id=18124&trk=tyah&trkInfo=tarId%3A1406328603468%2Ctas%3Amiami%2Cidx%3A6-2-15,http://instagram.com/miamihurricanes,http://www.miami.edu/marcom/tour/,13.0,14.0,11.0,24.0,67.0,33931.0,29.0,29.0,5.0
87,"Bucknell University is a small private liberal arts school located in Lewisburg, PA. <br>Bucknell takes pride in its “cool classes,” unconventional courses that cover topics like how zombies are tied to pandemics and the role of comic books in the Middle East. <br>The university operates several solar arrays and a wind turbine, part of Bucknell’s larger commitment to sustainability. <br>Many students choose to be a part of Bucknell’s themed living-learning communities, including the Social Justice Residential College and the Food Residential College. <br>Amazon, Bank of America and Nielsen were among the most popular companies for the Class of 2020 to work after graduation, with financial services the most common industry for Bucknell graduates. ",88,Bucknell University,PA,3697,Rural,129500.0,Bucknell University,http://www.bucknell.edu,(570) 577-2000,http://onforb.es/1KxgINU,//specials-images.forbesimg.com/imageserve/59948eb84bbe6f5997efda39/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Lewisburg,Northeast,1846.0,PA,56,40.956816,-76.883566,1.0,99.0,92.0,0.0,86.0,90.0,49.0,51.0,61.0,3551.0,15.0,0.0,89.0,91.0,0.1,5.0,0.0,3.4,6.4,73.8,4.1,0.4,6.8,100.0,89.0,0.0,87.0,86.0,91.0,75.0,67.0,90.0,https://twitter.com/BucknellU,https://www.facebook.com/BucknellU,www.linkedin.com/company/bucknell-university,instagram.com/bucknellu,http://community.bucknell.edu/,10.0,11.0,3.0,5.0,51.0,33257.0,32.0,32.0,5.0
